"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GOMF_TRANSMEMBRANE_RECEPTOR_PROTEIN_TYROSINE_KINASE_ACTIVITY","GOMF_TRANSMEMBRANE_RECEPTOR_PROTEIN_TYROSINE_KINASE_ACTIVITY","4/40","82/16904",0.048780487804878,20.6146341463415,8.67121428123459,4.11514068557456e-05,0.0785168842807626,0.0688744598954058,"Crim1/Fgfrl1/Btc/Epha2",4
"GOMF_TRANSMEMBRANE_RECEPTOR_PROTEIN_KINASE_ACTIVITY","GOMF_TRANSMEMBRANE_RECEPTOR_PROTEIN_KINASE_ACTIVITY","4/40","100/16904",0.04,16.904,7.76840081689376,8.94737740121519e-05,0.0853579804075929,0.0748754214101692,"Crim1/Fgfrl1/Btc/Epha2",4
"GOBP_OVULATION_FROM_OVARIAN_FOLLICLE","GOBP_OVULATION_FROM_OVARIAN_FOLLICLE","2/40","10/16904",0.2,84.52,12.8663640468234,0.000242758842448444,0.136918519299069,0.120103964297429,"Lep/Adamts1",2
"GOBP_REGULATION_OF_ACTIN_FILAMENT_ORGANIZATION","GOBP_REGULATION_OF_ACTIN_FILAMENT_ORGANIZATION","5/40","262/16904",0.0190839694656489,8.0648854961832,5.61286515695204,0.000363573797594432,0.136918519299069,0.120103964297429,"Sptan1/Sptbn1/Cdc42ep3/Rock2/Synpo2",5
"GOBP_HEART_VALVE_MORPHOGENESIS","GOBP_HEART_VALVE_MORPHOGENESIS","3/40","63/16904",0.0476190476190476,20.1238095238095,7.40614722157448,0.000441761962749062,0.136918519299069,0.120103964297429,"Adamts5/Rock2/Fgfrl1",3
"GOBP_OSSIFICATION","GOBP_OSSIFICATION","6/40","427/16904",0.0140515222482436,5.93817330210773,5.03353147293294,0.000464893959783318,0.136918519299069,0.120103964297429,"Sbds/Gtpbp4/Slc24a3/Crim1/Lep/Epha2",6
"HP_OSTEOMYELITIS","HP_OSTEOMYELITIS","3/40","71/16904",0.0422535211267606,17.856338028169,6.93175555424939,0.000627546276642701,0.136918519299069,0.120103964297429,"Sbds/Sptbn1/Dock8",3
"GOBP_OVULATION","GOBP_OVULATION","2/40","17/16904",0.117647058823529,49.7176470588235,9.78737229413882,0.00072602018710928,0.136918519299069,0.120103964297429,"Lep/Adamts1",2
"GOBP_BIOMINERAL_TISSUE_DEVELOPMENT","GOBP_BIOMINERAL_TISSUE_DEVELOPMENT","4/40","177/16904",0.0225988700564972,9.55028248587571,5.5691595823795,0.000791202528200308,0.136918519299069,0.120103964297429,"Sbds/Slc24a3/Lep/Rock2",4
"GOBP_HEART_VALVE_DEVELOPMENT","GOBP_HEART_VALVE_DEVELOPMENT","3/40","77/16904",0.038961038961039,16.4649350649351,6.62402115314922,0.000795322696660436,0.136918519299069,0.120103964297429,"Adamts5/Rock2/Fgfrl1",3
"GOBP_TIGHT_JUNCTION_ASSEMBLY","GOBP_TIGHT_JUNCTION_ASSEMBLY","3/40","79/16904",0.0379746835443038,16.0481012658228,6.52903969402843,0.00085697818915571,0.136918519299069,0.120103964297429,"Rock2/Mpdz/Epha2",3
"HP_RECURRENT_EAR_INFECTIONS","HP_RECURRENT_EAR_INFECTIONS","2/40","19/16904",0.105263157894737,44.4842105263158,9.23611756430406,0.000910135298864395,0.136918519299069,0.120103964297429,"Sptbn1/Lep",2
"GOMF_PROTEIN_TYROSINE_KINASE_ACTIVITY","GOMF_PROTEIN_TYROSINE_KINASE_ACTIVITY","4/40","185/16904",0.0216216216216216,9.1372972972973,5.4199152202231,0.000932882993127828,0.136918519299069,0.120103964297429,"Crim1/Fgfrl1/Btc/Epha2",4
"GOBP_TIGHT_JUNCTION_ORGANIZATION","GOBP_TIGHT_JUNCTION_ORGANIZATION","3/40","87/16904",0.0344827586206897,14.5724137931034,6.18121785900629,0.00113374168156612,0.150231523365094,0.131782038039556,"Rock2/Mpdz/Epha2",3
"GOCC_LAMELLIPODIUM_MEMBRANE","GOCC_LAMELLIPODIUM_MEMBRANE","2/40","22/16904",0.0909090909090909,38.4181818181818,8.55290539007445,0.00122397522120036,0.150231523365094,0.131782038039556,"Dock8/Epha2",2
"GOBP_CAMP_METABOLIC_PROCESS","GOBP_CAMP_METABOLIC_PROCESS","2/40","23/16904",0.0869565217391304,36.7478260869565,8.35499249523043,0.0013385408266282,0.150231523365094,0.131782038039556,"Epha2/Pde7a",2
"HP_FOOD_ALLERGY","HP_FOOD_ALLERGY","2/40","23/16904",0.0869565217391304,36.7478260869565,8.35499249523043,0.0013385408266282,0.150231523365094,0.131782038039556,"Sptbn1/Dock8",2
"GOBP_REGULATION_OF_BICELLULAR_TIGHT_JUNCTION_ASSEMBLY","GOBP_REGULATION_OF_BICELLULAR_TIGHT_JUNCTION_ASSEMBLY","2/40","24/16904",0.0833333333333333,35.2166666666667,8.16937239151624,0.00145804434408754,0.154552700473279,0.135572544274806,"Rock2/Epha2",2
"GOBP_RRNA_PROCESSING","GOBP_RRNA_PROCESSING","4/40","217/16904",0.0184331797235023,7.78986175115207,4.90267675634362,0.00168072914150581,0.168780589578583,0.148053148753143,"Sbds/Gtpbp4/Mettl16/Rnasel",4
"HP_ABNORMALITY_OF_THE_GLABELLA","HP_ABNORMALITY_OF_THE_GLABELLA","2/40","27/16904",0.0740740740740741,31.3037037037037,7.67470272816431,0.00184595446552728,0.176104056011303,0.154477242115178,"Sptbn1/Fgfrl1",2
"GOBP_REGULATION_OF_ESTABLISHMENT_OR_MAINTENANCE_OF_CELL_POLARITY","GOBP_REGULATION_OF_ESTABLISHMENT_OR_MAINTENANCE_OF_CELL_POLARITY","2/40","28/16904",0.0714285714285714,30.1857142857143,7.52742051921454,0.00198498210569347,0.176996050936612,0.155259693804045,"Rock2/Dock8",2
"GOBP_REGULATION_OF_ACTIN_FILAMENT_BASED_PROCESS","GOBP_REGULATION_OF_ACTIN_FILAMENT_BASED_PROCESS","5/40","386/16904",0.0129533678756477,5.4740932642487,4.33063467545393,0.00206282054158889,0.176996050936612,0.155259693804045,"Sptan1/Sptbn1/Cdc42ep3/Rock2/Synpo2",5
"GOBP_REGULATION_OF_SUPRAMOLECULAR_FIBER_ORGANIZATION","GOBP_REGULATION_OF_SUPRAMOLECULAR_FIBER_ORGANIZATION","5/40","389/16904",0.012853470437018,5.4318766066838,4.30680061545924,0.00213360019472855,0.176996050936612,0.155259693804045,"Sptan1/Sptbn1/Cdc42ep3/Rock2/Synpo2",5
"HP_DYSLEXIA","HP_DYSLEXIA","2/40","32/16904",0.0625,26.4125,7.00762239812639,0.00258911378476285,0.205834545888647,0.180556619200567,"Sptan1/Sptbn1",2
"GOBP_RRNA_METABOLIC_PROCESS","GOBP_RRNA_METABOLIC_PROCESS","4/40","262/16904",0.0152671755725191,6.45190839694656,4.33139740150745,0.00332523748919092,0.236060750198243,0.20707083350723,"Sbds/Gtpbp4/Mettl16/Rnasel",4
"GOBP_BONE_MINERALIZATION","GOBP_BONE_MINERALIZATION","3/40","127/16904",0.0236220472440945,9.98267716535433,4.94859707841046,0.00334048231412607,0.236060750198243,0.20707083350723,"Sbds/Slc24a3/Lep",3
"GOBP_NEGATIVE_REGULATION_OF_VASCULATURE_DEVELOPMENT","GOBP_NEGATIVE_REGULATION_OF_VASCULATURE_DEVELOPMENT","3/40","127/16904",0.0236220472440945,9.98267716535433,4.94859707841046,0.00334048231412607,0.236060750198243,0.20707083350723,"Rock2/Adamts1/Epha2",3
"GOBP_REGULATION_OF_ACTIN_FILAMENT_POLYMERIZATION","GOBP_REGULATION_OF_ACTIN_FILAMENT_POLYMERIZATION","3/40","129/16904",0.0232558139534884,9.82790697674418,4.90177004550852,0.00349070176808251,0.237866391910765,0.208654729746285,"Sptan1/Sptbn1/Cdc42ep3",3
"GOCC_TRANS_GOLGI_NETWORK_TRANSPORT_VESICLE","GOCC_TRANS_GOLGI_NETWORK_TRANSPORT_VESICLE","2/40","38/16904",0.0526315789473684,22.2421052631579,6.38432374290999,0.00363692744904309,0.239284743888766,0.20989889814804,"Spg21/Cltb",2
"GOBP_AORTIC_VALVE_MORPHOGENESIS","GOBP_AORTIC_VALVE_MORPHOGENESIS","2/40","39/16904",0.0512820512820513,21.6717948717949,6.29432135837901,0.00382780227815909,0.243448224890918,0.213551074465718,"Adamts5/Rock2",2
"HP_DECREASED_PROPORTION_OF_CD4_POSITIVE_T_CELLS","HP_DECREASED_PROPORTION_OF_CD4_POSITIVE_T_CELLS","2/40","40/16904",0.05,21.13,6.20761920997125,0.00402325873458842,0.244193004592656,0.214204389993558,"Lep/Dock8",2
"GOBP_CYCLIC_NUCLEOTIDE_METABOLIC_PROCESS","GOBP_CYCLIC_NUCLEOTIDE_METABOLIC_PROCESS","2/40","41/16904",0.048780487804878,20.6146341463415,6.12401597656926,0.00422327517597654,0.244193004592656,0.214204389993558,"Epha2/Pde7a",2
"GOBP_ACTIN_FILAMENT_ORGANIZATION","GOBP_ACTIN_FILAMENT_ORGANIZATION","5/40","456/16904",0.0109649122807018,4.63377192982456,3.8310262967827,0.00422346391591071,0.244193004592656,0.214204389993558,"Sptan1/Sptbn1/Cdc42ep3/Rock2/Synpo2",5
