"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"JINESH_BLEBBISHIELD_TO_IMMUNE_CELL_FUSION_PBSHMS_UP","JINESH_BLEBBISHIELD_TO_IMMUNE_CELL_FUSION_PBSHMS_UP","7/45","370/17706",0.0189189189189189,7.44396396396396,6.32304238674731,3.76445158275752e-05,0.0413713228945051,0.035425470684055,"Sptbn1/Cdc42ep3/Crim1/Tsc22d2/Fbxo22/Epha2/Cltb",7
"REACTOME_RHOV_GTPASE_CYCLE","REACTOME_RHOV_GTPASE_CYCLE","3/45","37/17706",0.0810810810810811,31.9027027027027,9.49812580547596,0.000112202295974706,0.0519876072530903,0.0445159914604308,"Sptan1/Sptbn1/Epha2",3
"REACTOME_RHOU_GTPASE_CYCLE","REACTOME_RHOU_GTPASE_CYCLE","3/45","40/17706",0.075,29.51,9.11181045864967,0.000141913395595333,0.0519876072530903,0.0445159914604308,"Sptan1/Sptbn1/Epha2",3
"BEGUM_TARGETS_OF_PAX3_FOXO1_FUSION_UP","BEGUM_TARGETS_OF_PAX3_FOXO1_FUSION_UP","3/45","57/17706",0.0526315789473684,20.7087719298246,7.52286931268251,0.000407790023965857,0.102197610431066,0.0875098546289673,"Peg10/Adamts5/Adamts1",3
"CARRILLOREIXACH_MRS3_VS_LOWER_RISK_HEPATOBLASTOMA_DN","CARRILLOREIXACH_MRS3_VS_LOWER_RISK_HEPATOBLASTOMA_DN","4/45","157/17706",0.0254777070063694,10.0246284501062,5.73323240825774,0.000668013858461124,0.102197610431066,0.0875098546289673,"Slc24a3/Maml2/Synpo2/Adamts1",4
"BIOCARTA_PDZS_PATHWAY","BIOCARTA_PDZS_PATHWAY","2/45","17/17706",0.117647058823529,46.2901960784314,9.43025850273559,0.000838383613114313,0.102197610431066,0.0875098546289673,"Sptan1/Sptbn1",2
"REACTOME_RHO_GTPASE_CYCLE","REACTOME_RHO_GTPASE_CYCLE","6/45","446/17706",0.0134529147982063,5.2932735426009,4.63534614768774,0.000875168881400347,0.102197610431066,0.0875098546289673,"Sptan1/Sptbn1/Cdc42ep3/Rock2/Dock8/Epha2",6
"WONG_ENDMETRIUM_CANCER_DN","WONG_ENDMETRIUM_CANCER_DN","3/45","76/17706",0.0394736842105263,15.5315789473684,6.40825850880936,0.000947310311405095,0.102197610431066,0.0875098546289673,"Slc24a3/Adamts5/Synpo2",3
"HUANG_DASATINIB_SENSITIVITY_UP","HUANG_DASATINIB_SENSITIVITY_UP","3/45","77/17706",0.038961038961039,15.3298701298701,6.36092617709181,0.000983970598741957,0.102197610431066,0.0875098546289673,"Cdc42ep3/Maml2/Epha2",3
"REACTOME_SENSORY_PROCESSING_OF_SOUND","REACTOME_SENSORY_PROCESSING_OF_SOUND","3/45","77/17706",0.038961038961039,15.3298701298701,6.36092617709181,0.000983970598741957,0.102197610431066,0.0875098546289673,"Syp/Sptan1/Sptbn1",3
"WANG_CLIM2_TARGETS_DN","WANG_CLIM2_TARGETS_DN","4/45","176/17706",0.0227272727272727,8.94242424242424,5.34521322302302,0.00102290601887328,0.102197610431066,0.0875098546289673,"Gabrr2/Gtpbp4/Sptbn1/Daxx",4
"REACTOME_MAPK_FAMILY_SIGNALING_CASCADES","REACTOME_MAPK_FAMILY_SIGNALING_CASCADES","5/45","312/17706",0.016025641025641,6.30555555555556,4.77259968001342,0.00112832517098413,0.10333578024263,0.0884844476192818,"Sptan1/Sptbn1/Ppp2r1b/Cdc42ep3/Btc",5
"LIU_PROSTATE_CANCER_DN","LIU_PROSTATE_CANCER_DN","6/45","481/17706",0.0124740124740125,4.90810810810811,4.38637814435441,0.0012918805716549,0.109213596019133,0.093517508587812,"Slc24a3/Cdc42ep3/Crim1/Adamts5/Synpo2/Epha2",6
"REACTOME_NEPHRIN_FAMILY_INTERACTIONS","REACTOME_NEPHRIN_FAMILY_INTERACTIONS","2/45","23/17706",0.0869565217391304,34.2144927536232,8.04563165945016,0.00154459132432614,0.1129889854857,0.0967503022117862,"Sptan1/Sptbn1",2
"DAVICIONI_MOLECULAR_ARMS_VS_ERMS_UP","DAVICIONI_MOLECULAR_ARMS_VS_ERMS_UP","5/45","339/17706",0.0147492625368732,5.80334316617502,4.50741597178627,0.00162836097145393,0.1129889854857,0.0967503022117862,"Tmem120b/Slc24a3/Cdc42ep3/Tsc22d2/Morc4",5
"REACTOME_EPH_EPHRIN_SIGNALING","REACTOME_EPH_EPHRIN_SIGNALING","3/45","92/17706",0.0326086956521739,12.8304347826087,5.74264805177445,0.00164497158122947,0.1129889854857,0.0967503022117862,"Rock2/Epha2/Cltb",3
"WANG_LMO4_TARGETS_DN","WANG_LMO4_TARGETS_DN","5/45","358/17706",0.0139664804469274,5.49534450651769,4.33736892667036,0.00206708196889016,0.129993147549803,0.111310640208347,"Sptbn1/Heatr6/Synpo2/Cdr2/Rnasel",5
"VALK_AML_WITH_EVI1","VALK_AML_WITH_EVI1","2/45","27/17706",0.0740740740740741,29.1456790123457,7.38773556126399,0.00212909613821334,0.129993147549803,0.111310640208347,"Sptbn1/Crim1",2
"BIOCARTA_FAS_PATHWAY","BIOCARTA_FAS_PATHWAY","2/45","29/17706",0.0689655172413793,27.135632183908,7.11007701067953,0.00245477911800585,0.134890112534421,0.115503817447223,"Sptan1/Daxx",2
"REACTOME_EPHA_MEDIATED_GROWTH_CONE_COLLAPSE","REACTOME_EPHA_MEDIATED_GROWTH_CONE_COLLAPSE","2/45","29/17706",0.0689655172413793,27.135632183908,7.11007701067953,0.00245477911800585,0.134890112534421,0.115503817447223,"Rock2/Epha2",2
"REACTOME_INTERACTION_BETWEEN_L1_AND_ANKYRINS","REACTOME_INTERACTION_BETWEEN_L1_AND_ANKYRINS","2/45","31/17706",0.0645161290322581,25.3849462365591,6.85913760003615,0.00280245101327545,0.139995166526805,0.11987517731427,"Sptan1/Sptbn1",2
"VALK_AML_CLUSTER_10","VALK_AML_CLUSTER_10","2/45","31/17706",0.0645161290322581,25.3849462365591,6.85913760003615,0.00280245101327545,0.139995166526805,0.11987517731427,"Sptbn1/Crim1",2
"NEWMAN_ERCC6_TARGETS_DN","NEWMAN_ERCC6_TARGETS_DN","2/45","35/17706",0.0571428571428571,22.4838095238095,6.42186732947553,0.00356287679040752,0.170243547506864,0.145776286069763,"Synpo2/Adamts1",2
"PLASARI_TGFB1_TARGETS_10HR_DN","PLASARI_TGFB1_TARGETS_10HR_DN","4/45","254/17706",0.015748031496063,6.19632545931758,4.21053398968724,0.00388471765147266,0.174749452359765,0.149634606014683,"Slc24a3/Adamts5/Adamts1/Rnasel",4
"REACTOME_REGULATION_OF_TP53_EXPRESSION_AND_DEGRADATION","REACTOME_REGULATION_OF_TP53_EXPRESSION_AND_DEGRADATION","2/45","37/17706",0.0540540540540541,21.2684684684685,6.22963192733946,0.00397519227388001,0.174749452359765,0.149634606014683,"Ppp2r1b/Daxx",2
"SWEET_LUNG_CANCER_KRAS_DN","SWEET_LUNG_CANCER_KRAS_DN","5/45","421/17706",0.0118764845605701,4.67300079176564,3.85011724612347,0.00414801160884008,0.175333259927509,0.150134509243038,"Sptan1/Sptbn1/Ankrd40/Cdr2/Mpdz",5
"REACTOME_O_GLYCOSYLATION_OF_TSR_DOMAIN_CONTAINING_PROTEINS","REACTOME_O_GLYCOSYLATION_OF_TSR_DOMAIN_CONTAINING_PROTEINS","2/45","39/17706",0.0512820512820513,20.1777777777778,6.05195594738276,0.00440861985625787,0.175718957464613,0.150464774650031,"Adamts5/Adamts1",2
"KEGG_TIGHT_JUNCTION","KEGG_TIGHT_JUNCTION","3/45","131/17706",0.0229007633587786,9.01068702290076,4.64519898378417,0.00447691611374811,0.175718957464613,0.150464774650031,"Sptan1/Ppp2r1b/Mpdz",3
"REACTOME_MAPK1_MAPK3_SIGNALING","REACTOME_MAPK1_MAPK3_SIGNALING","4/45","272/17706",0.0147058823529412,5.78627450980392,4.015411992048,0.00495020784068512,0.178736369739844,0.153048526935895,"Sptan1/Sptbn1/Ppp2r1b/Btc",4
"WP_FAS_LIGAND_PATHWAY_AND_STRESS_INDUCTION_OF_HEAT_SHOCK_PROTEINS","WP_FAS_LIGAND_PATHWAY_AND_STRESS_INDUCTION_OF_HEAT_SHOCK_PROTEINS","2/45","42/17706",0.0476190476190476,18.7365079365079,5.80891219493538,0.00509787595549932,0.178736369739844,0.153048526935895,"Sptan1/Daxx",2
"PAPASPYRIDONOS_UNSTABLE_ATEROSCLEROTIC_PLAQUE_DN","PAPASPYRIDONOS_UNSTABLE_ATEROSCLEROTIC_PLAQUE_DN","2/45","43/17706",0.0465116279069767,18.3007751937985,5.73342496888692,0.00533795182655584,0.178736369739844,0.153048526935895,"Crim1/Synpo2",2
"VART_KSHV_INFECTION_ANGIOGENIC_MARKERS_DN","VART_KSHV_INFECTION_ANGIOGENIC_MARKERS_DN","3/45","141/17706",0.0212765957446809,8.37163120567376,4.43604207058981,0.00549392008657419,0.178736369739844,0.153048526935895,"Sfrp5/Lep/Epha2",3
"REACTOME_DISEASES_OF_SIGNAL_TRANSDUCTION_BY_GROWTH_FACTOR_RECEPTORS_AND_SECOND_MESSENGERS","REACTOME_DISEASES_OF_SIGNAL_TRANSDUCTION_BY_GROWTH_FACTOR_RECEPTORS_AND_SECOND_MESSENGERS","5/45","454/17706",0.0110132158590308,4.33333333333333,3.63189700532667,0.00569632232760229,0.178736369739844,0.153048526935895,"Sptbn1/Ppp2r1b/Maml2/Btc/Polr2c",5
"BURTON_ADIPOGENESIS_4","BURTON_ADIPOGENESIS_4","2/45","45/17706",0.0444444444444444,17.4874074074074,5.58981659108879,0.00583343035224293,0.178736369739844,0.153048526935895,"Ppp2r1b/Daxx",2
"WANG_TARGETS_OF_MLL_CBP_FUSION_DN","WANG_TARGETS_OF_MLL_CBP_FUSION_DN","2/45","45/17706",0.0444444444444444,17.4874074074074,5.58981659108879,0.00583343035224293,0.178736369739844,0.153048526935895,"Gtpbp4/Dock8",2
"CHARAFE_BREAST_CANCER_LUMINAL_VS_MESENCHYMAL_DN","CHARAFE_BREAST_CANCER_LUMINAL_VS_MESENCHYMAL_DN","5/45","457/17706",0.0109409190371991,4.30488694383662,3.61309452387074,0.00585487653378926,0.178736369739844,0.153048526935895,"Sptbn1/Maml2/Crim1/Adamts5/Epha2",5
"KEGG_WNT_SIGNALING_PATHWAY","KEGG_WNT_SIGNALING_PATHWAY","3/45","147/17706",0.0204081632653061,8.02993197278911,4.32022611272146,0.00616551208051155,0.183132372337357,0.15681273968641,"Sfrp5/Ppp2r1b/Rock2",3
"FISCHER_DIRECT_P53_TARGETS_META_ANALYSIS","FISCHER_DIRECT_P53_TARGETS_META_ANALYSIS","4/45","294/17706",0.0136054421768707,5.35328798185941,3.79938506305681,0.00650013004657975,0.186395216047311,0.159606650204775,"Fbxo22/Gask1b/Epha2/Iscu",4
"APRELIKOVA_BRCA1_TARGETS","APRELIKOVA_BRCA1_TARGETS","2/45","48/17706",0.0416666666666667,16.3944444444444,5.39088987666848,0.0066145709061375,0.186395216047311,0.159606650204775,"Sptan1/Rock2",2
"WINTER_HYPOXIA_DN","WINTER_HYPOXIA_DN","2/45","50/17706",0.04,15.7386666666667,5.26797391839454,0.00716030874854694,0.196729482866327,0.168455684768446,"Synpo2/Iscu",2
"REACTOME_EPH_EPHRIN_MEDIATED_REPULSION_OF_CELLS","REACTOME_EPH_EPHRIN_MEDIATED_REPULSION_OF_CELLS","2/45","51/17706",0.0392156862745098,15.4300653594771,5.20914087368237,0.00744059321383219,0.199444193707356,0.170780239619152,"Epha2/Cltb",2
"GENTILE_RESPONSE_CLUSTER_D3","GENTILE_RESPONSE_CLUSTER_D3","2/45","53/17706",0.0377358490566038,14.8477987421384,5.09631184110694,0.00801586467823501,0.209748459080483,0.179603584519852,"Ppp2r1b/Cdr2",2
"PID_TGFBR_PATHWAY","PID_TGFBR_PATHWAY","2/45","54/17706",0.037037037037037,14.5728395061728,5.04216683440127,0.00831080053666394,0.210289234647095,0.180066640270584,"Sptbn1/Daxx",2
"BIOCARTA_HIVNEF_PATHWAY","BIOCARTA_HIVNEF_PATHWAY","2/45","55/17706",0.0363636363636364,14.3078787878788,4.98944340688674,0.00861056920756985,0.210289234647095,0.180066640270584,"Sptan1/Daxx",2
"REACTOME_SENSORY_PROCESSING_OF_SOUND_BY_OUTER_HAIR_CELLS_OF_THE_COCHLEA","REACTOME_SENSORY_PROCESSING_OF_SOUND_BY_OUTER_HAIR_CELLS_OF_THE_COCHLEA","2/45","55/17706",0.0363636363636364,14.3078787878788,4.98944340688674,0.00861056920756985,0.210289234647095,0.180066640270584,"Sptan1/Sptbn1",2
"NAGASHIMA_NRG1_SIGNALING_UP","NAGASHIMA_NRG1_SIGNALING_UP","3/45","170/17706",0.0176470588235294,6.94352941176471,3.93052158516875,0.00918342776693614,0.219404067736148,0.187871497108488,"Gtpbp4/Cdc42ep3/Epha2",3
"REACTOME_INHIBITION_OF_DNA_RECOMBINATION_AT_TELOMERE","REACTOME_INHIBITION_OF_DNA_RECOMBINATION_AT_TELOMERE","2/45","58/17706",0.0344827586206897,13.567816091954,4.83918965782908,0.00953861918165783,0.223041329375361,0.190986014521884,"Polr2c/Daxx",2
"REACTOME_NCAM_SIGNALING_FOR_NEURITE_OUT_GROWTH","REACTOME_NCAM_SIGNALING_FOR_NEURITE_OUT_GROWTH","2/45","63/17706",0.0317460317460317,12.4910052910053,4.61199321233114,0.0111796786783138,0.245729337349338,0.210413320808686,"Sptan1/Sptbn1",2
"WP_ENDOCHONDRAL_OSSIFICATION","WP_ENDOCHONDRAL_OSSIFICATION","2/45","63/17706",0.0317460317460317,12.4910052910053,4.61199321233114,0.0111796786783138,0.245729337349338,0.210413320808686,"Adamts5/Adamts1",2
"WP_ENDOCHONDRAL_OSSIFICATION_WITH_SKELETAL_DYSPLASIAS","WP_ENDOCHONDRAL_OSSIFICATION_WITH_SKELETAL_DYSPLASIAS","2/45","63/17706",0.0317460317460317,12.4910052910053,4.61199321233114,0.0111796786783138,0.245729337349338,0.210413320808686,"Adamts5/Adamts1",2
"INGRAM_SHH_TARGETS_DN","INGRAM_SHH_TARGETS_DN","2/45","64/17706",0.03125,12.2958333333333,4.56962888688194,0.0115218135170851,0.248283785397579,0.212600645702252,"Emc2/Daxx",2
